id;weapon;name;price;rating;age;sales;Buff1;Buff2;Buff3;Debuff
riven_1424931;Vectis;Croni-critatis;850;C;> 1 day;Common;% Critical Chance;% Critical Damage;% Fire Rate;% Status Chance
riven_1428393;Vectis;Sci-satipha;900;D;> 1 day;Common;% Heat;% Slash;% Multishot;% Magazine Capacity
riven_1430403;Vectis;Critadra;900;B-;> 1 day;Common;% Fire Rate;% Critical Chance;;% Magazine Capacity
riven_1431673;Vectis;Visi-acrican;900;B-;> 1 day;Common;% Multishot;% Critical Damage;% Damage;% Fire Rate
riven_1424508;Vectis;Sati-critado;998;C;> 1 day;Common;% Multishot;% Critical Chance;% Cold;% Status Duration
riven_1425356;Vectis;Acricron;1000;B-;> 1 day;Common;% Critical Damage;% Critical Chance;;% Damage to Grineer
riven_1428481;Vectis;Acri-satipha;1000;C-;> 1 day;Common;% Heat;% Critical Damage;% Multishot;% Impact
riven_1432083;Vectis;Satitis;1000;B+;new;Common;% Multishot;% Critical Damage;;% Magazine Capacity
riven_1432840;Vectis;Igni-scican;1000;D;new;Common;% Heat;% Slash;% Multishot;% Ammo Maximum
riven_1427580;Vectis;Crita-hexatis;1095;B-;> 1 day;Common;% Critical Chance;% Critical Damage;% Status Chance;% Impact
riven_1432365;Vectis;Sci-critapha;1199;C+;new;Common;% Slash;% Heat;% Critical Chance;% Magazine Capacity
riven_1428217;Vectis;Vexi-satiata;1200;C-;> 1 day;Common;% Multishot;% Electricity;% Damage;% Status Duration
riven_1423750;Vectis;Critacan;1250;B;> 1 day;Common;% Critical Chance;% Multishot;;% Damage to Infested
riven_1424105;Vectis;Toxi-critacan;1300;C-;> 1 day;Common;% Multishot;% Critical Chance;Toxin;% Status Chance
riven_1424235;Vectis;Acri-satiata;1500;B-;> 1 day;Common;% Critical Damage;% Damage;% Multishot;% Damage to Infested
riven_1427344;Vectis;Sati-acripha;1500;C;> 1 day;Common;% Multishot;% Critical Damage;% Heat;% Damage to Infested
riven_1428479;Vectis;Crita-satisus;1500;C+;> 1 day;Common;% Critical Chance;% Slash;% Multishot;% Impact
riven_1430782;Vectis;Acri-hexacan;1500;B-;> 1 day;Common;% Critical Damage;% Status Chance;% Multishot;% Magazine Capacity
riven_1430478;Vectis;Satitis;1599;B-;> 1 day;Common;% Critical Damage;% Multishot;;% Zoom
riven_1429035;Vectis;Crita-vexitak;1600;C-;> 1 day;Common;% Electricity;% Reload Speed;% Critical Chance;% Impact
riven_1430547;Vectis;Sati-ignicron;1700;C+;> 1 day;Common;% Critical Chance;% Multishot;% Heat;% Weapon Recoil
riven_1427493;Vectis;Feva-vexicron;1750;C-;> 1 day;Common;% Reload Speed;% Electricity;% Critical Chance;% Impact
riven_1426388;Vectis;Crita-acrilis;1800;B-;> 1 day;Common;% Critical Damage;% Critical Chance;% Zoom;
riven_1426280;Vectis;Acri-hexacron;2000;B-;> 1 day;Common;% Critical Chance;% Critical Damage;% Status Chance;
riven_1429103;Vectis;Critatis;2000;B;> 1 day;Common;% Critical Chance;% Critical Damage;;% Status Duration
riven_1424740;Vectis;Sati-fevacron;2150;B-;> 1 day;Common;% Critical Chance;% Multishot;% Reload Speed;% Zoom
riven_1431199;Vectis;Acricron;2200;A-;> 1 day;Common;% Critical Chance;% Critical Damage;;% Ammo Maximum
riven_1432370;Vectis;Crita-magnacan;2250;B;new;Common;% Critical Chance;% Multishot;% Impact;% Magazine Capacity
riven_1424742;Vectis;Igni-satitio;2290;D;> 1 day;Common;% Multishot;% Electricity;% Heat;% Magazine Capacity
riven_1426166;Vectis;Insi-acrican;2500;C+;> 1 day;Common;% Critical Damage;% Multishot;% Puncture;% Magazine Capacity
riven_1426819;Vectis;Sati-critatron;2500;B;> 1 day;Common;% Critical Chance;% Multishot;% Damage to Corpus;% Magazine Capacity
riven_1427974;Vectis;Deci-ampicron;2500;C;> 1 day;Common;% Status Duration;% Ammo Maximum;% Critical Chance;% Magazine Capacity
riven_1432343;Vectis;Acri-critapha;2500;B-;new;Common;% Critical Chance;% Critical Damage;% Heat;% Weapon Recoil
riven_1425903;Vectis;Acriata;3000;B-;> 1 day;Common;% Critical Damage;% Damage;;% Ammo Maximum
riven_1426006;Vectis;Visi-critatox;3500;B+;> 1 day;Common;Toxin;% Damage;% Critical Chance;% Magazine Capacity
riven_1429585;Vectis;Visi-saticron;3500;B;> 1 day;Common;% Critical Chance;% Multishot;% Damage;% Puncture
riven_1427177;Vectis;Acricron;3650;A;> 1 day;Common;% Critical Chance;% Critical Damage;;% Zoom
riven_1424629;Vectis;Visi-critado;4000;B+;> 1 day;Common;% Damage;% Cold;% Critical Chance;% Magazine Capacity
riven_1425206;Vectis;Crita-vexitak;4000;C+;> 1 day;Common;% Critical Chance;% Electricity;% Reload Speed;% Magazine Capacity
riven_1426946;Vectis;Crita-acrimag;5900;B+;> 1 day;Common;% Critical Chance;% Critical Damage;% Weapon Recoil;% Magazine Capacity
riven_1424972;Vectis;Crita-zetitis;5950;Buff Popularity;> 1 day;Common;% Critical Damage;% Weapon Recoil;% Critical Chance;% Magazine Capacity
riven_1432672;Vectis;Feva-acricron;6000;B+;new;Common;% Critical Chance;% Critical Damage;% Reload Speed;% Magazine Capacity
riven_1433160;Vectis;Vexi-critaata;6000;B+;new;Common;% Damage;% Electricity;% Critical Chance;% Magazine Capacity
riven_1427315;Vectis;Acri-critacan;6500;B;> 1 day;Common;% Critical Chance;% Critical Damage;% Multishot;% Damage to Corpus
riven_1424761;Vectis;Sati-acricron;8000;B;> 1 day;Common;% Multishot;% Critical Damage;% Critical Chance;% Status Duration
riven_1429798;Vectis;Sati-visitak;8000;C+;> 1 day;Common;% Damage;% Multishot;% Reload Speed;% Magazine Capacity
riven_1430062;Vectis;Hexa-acricron;9500;A-;> 1 day;Common;% Status Chance;% Critical Chance;% Critical Damage;% Magazine Capacity
riven_1428528;Vectis;Crita-ignitis;14500;A-;> 1 day;Common;% Critical Chance;% Critical Damage;% Heat;% Magazine Capacity
riven_1428546;Vectis;Acri-vexicron;15000;A-;> 1 day;Common;% Critical Chance;% Critical Damage;% Electricity;% Magazine Capacity
riven_1429678;Vectis;Feva-critacan;15000;B;> 1 day;Common;% Reload Speed;% Critical Chance;% Multishot;% Magazine Capacity
riven_1432538;Vectis;Visi-critacan;28000;A+;new;Common;% Damage;% Multishot;% Critical Chance;% Magazine Capacity

