id;weapon;name;price;rating;age;sales;Buff1;Buff2;Buff3;Debuff
riven_1426492;Kuva Bramma;Vexi-critatis;2700;B;> 1 day;Very Common;% Critical Damage;% Electricity;% Critical Chance;% Ammo Maximum
riven_1431376;Kuva Bramma;Acricron;2700;B;> 1 day;Very Common;% Critical Chance;% Critical Damage;;% Status Chance
riven_1427501;Kuva Bramma;Critatis;2800;A+;> 1 day;Very Common;% Critical Chance;% Critical Damage;;% Weapon Recoil
riven_1425560;Kuva Bramma;Critacan;3000;A;> 1 day;Very Common;% Multishot;% Critical Chance;;% Weapon Recoil
riven_1427875;Kuva Bramma;Toxicron;3000;C+;> 1 day;Very Common;% Critical Chance;Toxin;;% Reload Speed
riven_1431377;Kuva Bramma;Critatis;3300;A;> 1 day;Very Common;% Critical Damage;% Critical Chance;;% Damage to Corpus
riven_1433163;Kuva Bramma;Crita-satitis;4490;B;new;Very Common;% Critical Chance;% Multishot;% Critical Damage;% Projectile Speed
riven_1428788;Kuva Bramma;Ampi-acricron;7000;B-;> 1 day;Very Common;% Ammo Maximum;% Critical Damage;% Critical Chance;
riven_1428666;Kuva Bramma;Crita-acrican;8500;A-;> 1 day;Very Common;% Critical Chance;% Multishot;% Critical Damage;% Reload Speed

